t,c,witness_m,b_t
2439,624,29969,1522560
2439,630,33893,1537200
2439,631,38881,1539640
2439,634,52533,1546960
2439,632,52989,1542080
2439,633,53465,1544520
2439,1752,2795165,4274880
2439,1750,2797731,4270000
2439,1738,2802943,4240720
2439,1771,2823605,4321240
2439,1763,2826721,4301720
2439,1764,2827381,4304160
2439,1770,2850771,4318800
2439,1772,2851579,4323680
2439,1808,2916799,4411520
2439,1807,2950181,4409080
2439,1747,2962677,4262680
2439,1885,3086401,4599400
2439,1881,3100611,4589640
2439,1887,3110181,4604280
2439,1888,3111933,4606720
2439,1882,3112639,4592080
2439,1884,3112841,4596960
2439,1886,3113119,4601840
2439,1883,3113921,4594520
2439,1890,3115409,4611600
2439,1891,3115755,4614040
2439,1889,3119385,4609160
2439,1894,3126241,4621360
2439,1892,3126369,4616480
2439,1964,3296081,4792160
2439,1980,3322843,4831200
2439,1978,3336919,4826320
2439,1981,3339435,4833640
2439,1977,3342725,4823880
2439,2052,3506953,5006880
2439,2053,3506959,5009320
2439,2424,4409373,5914560
2439,2425,4411431,5917000
2439,2373,4426423,5790120
2439,2372,4428541,5787680
2439,2426,4430553,5919440
2439,2428,4431019,5924320
2439,2427,4432081,5921880
2441,979,960485,2390718
2441,1037,1039483,2532354
2441,1040,1040839,2539680
2441,1039,1040871,2537238
2441,1041,1044621,2542122
2441,1038,1053441,2534796
2441,1401,1936209,3421242
2441,1405,1947913,3431010
2441,1413,1950645,3450546
2441,1398,1963625,3413916
2441,1399,1964137,3416358
2453,2330,4492605,5717820
2453,2382,4601825,5845428
2455,635,25441,1559560
2455,1775,2859679,4359400
2455,1959,3310843,4811304
2455,1957,3315845,4806392
2463,953,808759,2348192
2463,986,903111,2429504
2463,1348,1797669,3321472
2463,1350,1822629,3326400
2463,1349,1828169,3323936
2463,1391,2018585,3427424
2463,1506,2182073,3710784
2463,1505,2292591,3708320
2463,2234,3983153,5504576
2463,2235,3984171,5507040
2463,2236,3987111,5509504
2463,2231,3989829,5497184
2463,2233,3990701,5502112
2465,1305,1714431,3218130
2465,1347,1816593,3321702
2469,2026,3468051,5004220
2493,2438,4685285,6080372
2493,2439,4688517,6082866
2495,2216,3930237,5531136
2495,2209,3933721,5513664
2495,2215,3972493,5528640
2495,2206,3981125,5506176
2495,2224,3991671,5551104
2495,2219,4008093,5538624
2495,2230,4045633,5566080
2495,2269,4094885,5663424
2495,2276,4102569,5680896
2495,2264,4105925,5650944
2495,2265,4108181,5653440
2495,2277,4119321,5683392
2495,2279,4119897,5688384
2495,2287,4124321,5708352
2495,2286,4127383,5705856
2495,2280,4135819,5690880
2495,2285,4137937,5703360
2495,2283,4142563,5698368
2495,2284,4143929,5700864
2495,2289,4159003,5713344
2495,2282,4159519,5695872
2495,2290,4177843,5715840
2495,2288,4191833,5710848
2495,2294,4216925,5725824
2495,2405,4429197,6002880
2495,2406,4430609,6005376
2501,2438,4504401,6099876
2501,2440,4511031,6104880
2501,2439,4512429,6102378
2501,2441,4516233,6107382
2521,1617,2458275,4078074
2521,1618,2461519,4080596
2521,1619,2462789,4083118
2535,2350,4311933,5959600
2535,2345,4320933,5946920
2535,2349,4324297,5957064
2535,2343,4338005,5941848
2535,2352,4338259,5964672
2535,2364,4350269,5995104
2535,2332,4561445,5913952
2535,2333,4589811,5916488
2535,2485,4661873,6301960
2535,2489,4700489,6312104
2535,2488,4700621,6309568
2535,2490,4701249,6314640
2535,2487,4701351,6307032
2535,2493,4733541,6322248
2535,2494,4734379,6324784
2535,2492,4735617,6319712
2535,2507,4759793,6357752
2535,2508,4766653,6360288
2535,2526,4783483,6405936
2535,2527,4855911,6408472
2537,959,809413,2433942
2537,954,839977,2421252
2537,979,890189,2484702
2537,1148,1291533,2913624
2537,1149,1303433,2916162
2537,1194,1419619,3030372
2537,1195,1421889,3032910
2537,1196,1422799,3035448
2537,1192,1436091,3025296
2537,1191,1436285,3022758
2537,1219,1478441,3093822
2537,1193,1529263,3027834
2537,1218,1593153,3091284
2537,1327,1765685,3367926
2537,1326,1766419,3365388
2537,1330,1775501,3375540
2549,2207,4089141,5627850
2549,2241,4092223,5714550
2549,2247,4095231,5729850
2549,2239,4099257,5709450
2549,2240,4099461,5712000
2549,2262,4119841,5768100
2549,2259,4126219,5760450
2549,2260,4126431,5763000
2549,2257,4132693,5755350
2549,2263,4138041,5770650
2549,2266,4142203,5778300
2549,2275,4308269,5801250
2549,2245,4342889,5724750
2549,2274,4368881,5798700
2549,2261,4378265,5765550
2549,2276,4394901,5803800
2549,2422,4846265,6176100
2549,2421,4848065,6173550
2551,1084,1144161,2766368
2551,1086,1146673,2771472
2551,1085,1154405,2768920
2551,1087,1196457,2774024
2551,1258,1600903,3210416
2551,1255,1612253,3202760
2551,1254,1612741,3200208
2551,1259,1612963,3212968
2551,1437,2041819,3667224
2551,1438,2042525,3669776
2551,1435,2044629,3662120
2551,1451,2058559,3702952
2551,1449,2105109,3697848
2551,1434,2154577,3659568
2557,1922,3307423,4916476
2557,1928,3309537,4931824
2557,1923,3313617,4919034
2557,1956,3319999,5003448
2557,1957,3321471,5006006
2557,1958,3340497,5008564
2557,1959,3340921,5011122
2557,1960,3353331,5013680
2557,1953,3364953,4995774
2557,1955,3365697,5000890
2557,1951,3371157,4990658
2557,1926,3444195,4926708
2557,1942,3444537,4967636
2557,1997,3472833,5108326
2557,1996,3477777,5105768
2557,1943,3478949,4970194
2557,1925,3488641,4924150
2557,2015,3609593,5154370
2559,728,237073,1863680
2559,727,237305,1861120
2559,725,253611,1856000
2559,743,269093,1902080
2559,738,271339,1889280
2559,781,346141,1999360
2559,796,378669,2037760
2559,798,380083,2042880
2559,797,387777,2040320
2559,799,390439,2045440
2559,809,437681,2071040
2559,819,440563,2096640
2559,820,444425,2099200
2559,821,446443,2101760
2559,823,476969,2106880
2559,824,477171,2109440
2559,836,483531,2140160
2559,834,486073,2135040
2559,843,491143,2158080
2559,842,495033,2155520
2559,833,497377,2132480
2559,838,512775,2145280
2559,839,513225,2147840
2559,840,515873,2150400
2559,841,517473,2152960
2559,825,523431,2112000
2559,861,549161,2204160
2559,874,570465,2237440
2559,877,570569,2245120
2559,864,570831,2211840
2559,875,571197,2240000
2559,876,573725,2242560
2559,865,579045,2214400
2559,867,587913,2219520
2559,868,590037,2222080
2559,866,590401,2216960
2559,870,593709,2227200
2559,872,594795,2232320
2559,873,597309,2234880
2559,871,598273,2229760
2559,998,896241,2554880
2559,990,909001,2534400
2559,1003,909771,2567680
2559,991,912813,2536960
2559,1002,913689,2565120
2559,992,913723,2539520
2559,1006,915297,2575360
2559,993,920133,2542080
2559,996,928999,2549760
2559,1010,932553,2585600
2559,1012,934155,2590720
2559,994,935133,2544640
2559,1000,935681,2560000
2559,1011,937349,2588160
2559,999,943453,2557440
2559,1009,943611,2583040
2559,1001,953429,2562560
2559,1007,963281,2577920
2559,1031,984075,2639360
2559,1026,984231,2626560
2559,1025,984673,2624000
2559,1028,985737,2631680
2559,1024,994349,2621440
2559,1037,994879,2654720
2559,1038,997993,2657280
2559,1029,999453,2634240
2559,1030,1003349,2636800
2559,1032,1005149,2641920
2559,1027,1006017,2629120
2559,1033,1006085,2644480
2559,1035,1006553,2649600
2559,1034,1008337,2647040
2559,1036,1008711,2652160
2559,1040,1020841,2662400
2559,1041,1022091,2664960
2559,1039,1028353,2659840
2559,1044,1035343,2672640
2559,1042,1035817,2667520
2559,1043,1057505,2670080
2559,1065,1067877,2726400
2559,1066,1089223,2728960
2559,1069,1096257,2736640
2559,1070,1102819,2739200
2559,1433,2012309,3668480
2559,1432,2012433,3665920
2559,1431,2014341,3663360
2559,1442,2042713,3691520
2559,1435,2044301,3673600
2559,1434,2048733,3671040
2559,1436,2050035,3676160
2559,1443,2058403,3694080
2559,1512,2200653,3870720
2559,1541,2324313,3944960
2559,1525,2341529,3904000
2559,1526,2343021,3906560
2559,1527,2360233,3909120
2559,1542,2413349,3947520
2559,1583,2439249,4052480
2559,1581,2448223,4047360
2559,1582,2449821,4049920
2559,1641,2529185,4200960
2559,1636,2548313,4188160
2559,1648,2557311,4218880
2559,1639,2562771,4195840
2559,1637,2570091,4190720
2559,1646,2574079,4213760
2559,1649,2578611,4221440
2559,1635,2579489,4185600
2559,1643,2581361,4206080
2559,1645,2583117,4211200
2559,1644,2583357,4208640
2559,1640,2585913,4198400
2559,1638,2586193,4193280
2559,1681,2657857,4303360
2559,1680,2673005,4300800
2559,1682,2684301,4305920
2559,1683,2684345,4308480
2559,1679,2687299,4298240
2559,1684,2693729,4311040
2559,1688,2698373,4321280
2559,1687,2750161,4318720
2559,1727,2751433,4421120
2559,1668,2758093,4270080
2559,1669,2760301,4272640
2559,1686,2770363,4316160
2559,1671,2772545,4277760
2559,1672,2781417,4280320
2559,1723,2795683,4410880
2559,1720,2799463,4403200
2559,1719,2802537,4400640
2559,1704,2805689,4362240
2559,1721,2812493,4405760
2559,1744,2813577,4464640
2559,1722,2814841,4408320
2559,1690,2829771,4326400
2559,1743,2836661,4462080
2559,1745,2842191,4467200
2559,1691,2843613,4328960
2559,1741,2851737,4456960
2559,1761,2855203,4508160
2559,1757,2858691,4497920
2559,1707,2868765,4369920
2559,1756,2871981,4495360
2559,1706,2972193,4367360
2559,1833,3058929,4692480
2559,1961,3362561,5020160
2559,1960,3379251,5017600
2559,1971,3379755,5045760
2559,1952,3577329,4997120
2559,2141,3807411,5480960
2559,2160,3890203,5529600
2559,2159,3890921,5527040
2559,2157,3909615,5521920
2559,2153,3989865,5511680
2559,2152,4028205,5509120
2559,2288,4445465,5857280
2559,2552,4859239,6533120
2559,2553,4859261,6535680
2559,2551,4870257,6530560
2561,766,327673,1962492
2561,765,330283,1959930
2561,772,362857,1977864
2561,771,364879,1975302
2561,835,496617,2139270
2561,1140,1252663,2920680
2561,1141,1262073,2923242
2561,1142,1289469,2925804
2561,1152,1294385,2951424
2561,1146,1296881,2936052
2561,1145,1297053,2933490
2561,1149,1298233,2943738
2561,1150,1299593,2946300
2561,1151,1301565,2948862
2561,1148,1303377,2941176
2561,1155,1317495,2959110
2561,1159,1317643,2969358
2561,1156,1317693,2961672
2561,1154,1318741,2956548
2561,1182,1422357,3028284
2561,1196,1424233,3064152
2561,1199,1431711,3071838
2561,1200,1432251,3074400
2561,1471,2117469,3768702
2561,1467,2141757,3758454
2561,1470,2150299,3766140
2561,1480,2157831,3791760
2561,1479,2184125,3789198
2565,2079,3699869,5334714
2565,2081,3730917,5339846
2565,2090,3748485,5362940
2565,2091,3764817,5365506
2565,2087,3779193,5355242
2583,1728,2790213,4465152
2583,1758,2868481,4542672
2583,1772,2895979,4578848
2583,1773,2900655,4581432
2583,1774,2904573,4584016
2583,1766,2912565,4563344
2583,1778,2917901,4594352
2583,1765,2925733,4560760
2583,1791,2950543,4627944
2583,1793,2950617,4633112
2583,1792,2950731,4630528
2583,1777,3111605,4591768
2591,785,361493,2034720
2591,788,362083,2042496
2591,845,525581,2190240
2591,844,525859,2187648
2591,851,548753,2205792
2591,850,551817,2203200
2591,901,639717,2335392
2591,904,662561,2343168
2591,1661,2603323,4305312
2591,1655,2610531,4289760
2591,1665,2759517,4315680
2591,1666,2786229,4318272
2591,1807,3019221,4683744
2591,1806,3024979,4681152
2591,2177,3926173,5642784
2591,2178,3931361,5645376
2591,2176,3935263,5640192
2591,2179,3936919,5647968
2591,2175,3945979,5637600
2591,2174,4061991,5635008
2591,2184,4079931,5660928
2591,2165,4105663,5611680
2591,2169,4137703,5622048
2591,2168,4144393,5619456
2591,2183,4166137,5658336
2591,2456,4686161,6365952
2591,2455,4692689,6363360
2591,2475,4750545,6415200
2591,2474,4751793,6412608
2591,2470,4754441,6402240
2591,2473,4761417,6410016
2591,2472,4763013,6407424
2591,2496,4772623,6469632
2591,2471,4823129,6404832
2591,2568,4960657,6656256
2591,2565,4964323,6648480
2591,2566,4964693,6651072
2591,2564,4967561,6645888
2593,1280,1640489,3320320
2593,1281,1641313,3322914
2593,1295,1653051,3359230
2593,1294,1654829,3356636
2605,2357,4429063,6142342
2605,2413,4590919,6288278
2605,2414,4609141,6290884
2605,2411,4618685,6283066
2617,1276,1636011,3340568
2617,1315,1726593,3442670
2617,1319,1773291,3453142
2617,1328,1786257,3476704
2617,1327,1787045,3474086
2617,1330,1793345,3481940
2617,1329,1795905,3479322
2617,1326,1849339,3471468
2617,1335,1890537,3495030
2629,1997,3525365,5252110
2629,1988,3529399,5228440
2629,1998,3538573,5254740
2629,1999,3543375,5257370
2629,1991,3552583,5236330
2629,1989,3555223,5231070
2629,1990,3564405,5233700
2629,2001,3578037,5262630
2629,2028,3621417,5333640
2629,2046,3663421,5380980
2629,2047,3665419,5383610
2629,2044,3667197,5375720
2629,2045,3668541,5378350
2629,2041,3676897,5367830
2629,2043,3682881,5373090
2629,2002,3703713,5265260
2629,2399,4573245,6309370
2629,2419,4623093,6361970
2629,2397,4624011,6304110
2629,2417,4628233,6356710
2629,2416,4631017,6354080
2629,2415,4631599,6351450
2629,2423,4662951,6372490
2631,2289,4266403,6024648
2631,2290,4272019,6027280
2631,2507,4861833,6598424
2631,2505,4862355,6593160
2631,2509,4862397,6603688
2631,2506,4863841,6595792
2631,2508,4875665,6601056
2631,2510,4891971,6606320
2631,2572,5017573,6769504
2633,1272,1613157,3350448
2633,1273,1613659,3353082
2633,1287,1661505,3389958
2633,1302,1674825,3429468
2633,1286,1684437,3387324
2633,1504,2231211,3961536
2633,1505,2232133,3964170
2633,1503,2232697,3958902
2633,1502,2237083,3956268
2633,1508,2239759,3972072
2633,1507,2250393,3969438
2633,1506,2256153,3966804
2639,1149,1262493,3033360
2639,1147,1266161,3028080
2639,1144,1281821,3020160
2639,1148,1282113,3030720
2639,1146,1282973,3025440
2639,1145,1290139,3022800
2639,1241,1527525,3276240
2639,1254,1540481,3310560
2639,1437,2070965,3793680
2639,1438,2072457,3796320
2639,1439,2076233,3798960
